Passage,Harmonic,Arithmetic
Judg.14.12,6,227
Judg.14.13,3,302
Judg.14.14,5,283
Judg.14.15,4,721
Judg.14.16,3,399
Judg.14.17,9,553
Judg.14.18,3,320
Judg.14.19,4,669
Judg.14.20,4,723
Judg.14,5,422
Judg.15.1,5,654
Judg.15.2,3,330
Judg.15.3,12,424
Judg.15.4,3,260
Judg.15.5,2,56
Judg.15.6,9,585
Judg.15.7,4,528
Judg.15.8,4,323
Judg.15.9,3,32
Judg.15.10,8,653
Judg.15.11,12,377
Judg.15.12,3,292
Judg.15.13,2,476
Judg.15.14,3,856
Judg.15.15,6,78
Judg.15.16,4,210
Judg.15.17,4,63
Judg.15.18,4,837
Judg.15.19,6,936
Judg.15.20,53,1251
Judg.15,4,499
Judg.16.1,11,134
Judg.16.2,5,221
Judg.16.3,3,614
Judg.16.4,5,62
Judg.16.5,6,134
Judg.16.6,3,329
Judg.16.7,4,676
Judg.16.8,5,640
Judg.16.9,2,445
Judg.16.10,7,331
Judg.16.11,4,520
Judg.16.12,3,65
Judg.16.13,6,607
Judg.16.14,3,604
Judg.16.15,9,148
Judg.16.16,3,443
Judg.16.17,9,706
Judg.16.18,7,797
Judg.16.19,3,679
Judg.16.20,7,732
Judg.16.21,2,528
Judg.16.22,2,87
Judg.16.23,4,93
Judg.16.24,4,1221
Judg.16.25,3,48
Judg.16.26,4,1010
Judg.16.27,6,125
Judg.16.28,3,521
Judg.16.29,3,775
Judg.16.30,7,767
Judg.16.31,10,489
Judg.16,4,502
Judg.17.1,6,204
Judg.17.2,5,377
Judg.17.3,6,672
Judg.17.4,4,476
Judg.17.5,14,671
Judg.17.6,35,239
Judg.17.7,17,219
Judg.17.8,20,222
Judg.17.9,24,384
Judg.17.10,4,216
Judg.17.11,7,832
Judg.17.12,12,749
Judg.17.13,21,997
Judg.17,8,479
Judg.18.1,7,399
Judg.18.2,5,630
Judg.18.3,9,440
Judg.18.4,4,350
Judg.18.5,5,531
Judg.18.6,8,1159
Judg.18.7,3,479
Judg.18.8,6,461
Judg.18.9,11,929
Judg.18.10,8,876
Judg.18.11,5,133
Judg.18.12,20,366
Judg.18.13,21,283
Judg.18.14,8,598
Judg.18.15,12,466
Judg.18.16,5,532
Judg.18.17,8,712
Judg.18.18,16,762
Judg.18.19,5,273
Judg.18.20,14,844
Judg.18.21,5,998
Judg.18.22,5,1166
Judg.18.23,4,668
Judg.18.24,13,825
Judg.18.25,3,149
Judg.18.26,15,509
Judg.18.27,15,830
Judg.18.28,7,797
Judg.18.29,7,386
Judg.18.30,6,618
Judg.18.31,25,1224
Judg.18,7,622
Judg.19.1,17,225
Judg.19.2,8,610
Judg.19.3,3,242
Judg.19.4,14,70
Judg.19.5,6,350
Judg.19.6,5,407
Judg.19.7,13,79
Judg.19.8,5,255
Judg.19.9,3,214
Judg.19.10,5,136
Judg.19.11,4,528
Judg.19.12,5,1059
Judg.19.13,2,267
Judg.19.14,10,608
Judg.19.15,7,173
Judg.19.16,13,212
Judg.19.17,4,619
Judg.19.18,16,603
Judg.19.19,4,269
Judg.19.20,4,439
Judg.19.21,2,7
Judg.19.22,5,1211
Judg.19.23,23,711
Judg.19.24,4,239
Judg.19.25,4,249
Judg.19.26,5,538
Judg.19.27,5,261
Judg.19.28,12,222
Judg.19.29,3,654
Judg.19.30,5,295
Judg.19,5,422
Judg.20.1,8,878
Judg.20.2,23,443
Judg.20.3,26,492
Judg.20.4,5,491
Judg.20.5,4,548
Judg.20.6,2,412
Judg.20.7,8,440
Judg.20.8,10,734
Judg.20.9,5,706
Judg.20.10,4,332
Judg.20.11,4,1068
Judg.20.12,25,591
Judg.20.13,7,691
Judg.20.14,22,269
Judg.20.15,4,182
Judg.20.16,4,566
Judg.20.17,10,508
Judg.20.18,7,615
Judg.20.19,5,796
Judg.20.20,29,701
Judg.20.21,25,216
Judg.20.22,7,711
Judg.20.23,10,797
Judg.20.24,16,867
Judg.20.25,7,358
Judg.20.26,25,571
Judg.20.27,24,268
Judg.20.28,6,524
Judg.20.29,5,907
Judg.20.30,8,802
Judg.20.31,6,320
Judg.20.32,3,492
Judg.20.33,2,360
Judg.20.34,6,428
Judg.20.35,8,703
Judg.20.36,6,1095
Judg.20.37,4,991
Judg.20.38,2,286
Judg.20.39,3,422
Judg.20.40,4,120
Judg.20.41,7,657
Judg.20.42,5,519
Judg.20.43,3,692
Judg.20.44,8,998
Judg.20.45,4,317
Judg.20.46,27,375
Judg.20.47,9,354
Judg.20.48,10,661
Judg.20,6,548
Judg.21.1,26,551
Judg.21.2,25,244
Judg.21.3,10,641
Judg.21.4,12,136
Judg.21.5,27,1383
Judg.21.6,7,638
Judg.21.7,6,118
Judg.21.8,11,1317
Judg.21.9,5,290
Judg.21.10,11,440
Judg.21.11,7,702
Judg.21.12,11,708
Judg.21.13,14,967
Judg.21.14,8,416
Judg.21.15,9,802
Judg.21.16,5,166
Judg.21.17,5,86
Judg.21.18,11,480
Judg.21.19,3,552
Judg.21.20,2,1042
Judg.21.21,3,187
Judg.21.22,5,617
Judg.21.23,5,846
Judg.21.24,3,349
Judg.21.25,35,239
Judg.21,7,608
Judg,6,646
Ruth.1.1,6,239
Ruth.1.2,5,94
Ruth.1.3,3,172
Ruth.1.4,4,104
Ruth.1.5,3,16
Ruth.1.6,8,953
Ruth.1.7,12,645
Ruth.1.8,3,365
Ruth.1.9,3,499
Ruth.1.10,3,495
Ruth.1.11,2,103
Ruth.1.12,4,387
Ruth.1.13,4,492
Ruth.1.14,2,41
Ruth.1.15,4,417
Ruth.1.16,3,603
Ruth.1.17,3,564
Ruth.1.18,3,197
Ruth.1.19,4,370
Ruth.1.20,3,383
Ruth.1.21,4,405
Ruth.1.22,4,82
Ruth.1,4,367
Ruth.2.1,3,121
Ruth.2.2,4,307
Ruth.2.3,2,373
Ruth.2.4,8,734
Ruth.2.5,5,603
Ruth.2.6,5,280
Ruth.2.7,3,81
Ruth.2.8,4,469
Ruth.2.9,2,750
Ruth.2.10,5,305
Ruth.2.11,3,908
Ruth.2.12,3,1144
Ruth.2.13,5,568
Ruth.2.14,2,130
Ruth.2.15,3,690
Ruth.2.16,1,211
Ruth.2.17,3,644
Ruth.2.18,4,748
Ruth.2.19,6,490
Ruth.2.20,8,804
Ruth.2.21,10,1006
Ruth.2.22,4,529
Ruth.2.23,2,581
Ruth.2,3,561
Ruth.3.1,6,464
Ruth.3.2,4,1284
Ruth.3.3,1,121
Ruth.3.4,3,978
Ruth.3.5,4,876
Ruth.3.6,3,693
Ruth.3.7,3,29
Ruth.3.8,2,134
Ruth.3.9,3,644
Ruth.3.10,3,235
Ruth.3.11,13,816
Ruth.3.12,9,561
Ruth.3.13,4,563
Ruth.3.14,4,833
Ruth.3.15,3,467
Ruth.3.16,9,810
Ruth.3.17,6,673
Ruth.3.18,7,791
Ruth.3,4,618
Ruth.4.1,5,419
Ruth.4.2,6,289
Ruth.4.3,2,570
Ruth.4.4,3,358
Ruth.4.5,5,334
Ruth.4.6,4,1292
Ruth.4.7,4,439
Ruth.4.8,2,310
Ruth.4.9,4,1352
Ruth.4.10,7,509
Ruth.4.11,6,1083
Ruth.4.12,7,974
Ruth.4.13,10,895
Ruth.4.14,7,893
Ruth.4.15,2,851
Ruth.4.16,2,838
Ruth.4.17,3,174
Ruth.4.18,2,956
Ruth.4.19,4,1644
Ruth.4.20,3,1643
Ruth.4.21,4,1644
Ruth.4.22,5,1646
Ruth.4,4,804
Ruth,4,586
1Sam.1.1,3,354
1Sam.1.2,4,100
1Sam.1.3,5,77
1Sam.1.4,5,112
1Sam.1.5,4,810
1Sam.1.6,2,634
1Sam.1.7,3,557
1Sam.1.8,3,280
1Sam.1.9,9,510
1Sam.1.10,2,1062
1Sam.1.11,4,759
1Sam.1.12,6,1544
1Sam.1.13,2,449
1Sam.1.14,2,959
1Sam.1.15,8,770
1Sam.1.16,7,739
1Sam.1.17,5,1179
1Sam.1.18,5,240
1Sam.1.19,7,969
1Sam.1.20,6,756
1Sam.1.21,10,794
1Sam.1.22,4,1024
1Sam.1.23,4,956
1Sam.1.24,3,343
1Sam.1.25,10,2061
1Sam.1.26,5,376
1Sam.1.27,6,1744
1Sam.1.28,12,729
1Sam.1,4,698
1Sam.2.1,3,414
1Sam.2.2,3,421
1Sam.2.3,2,583
1Sam.2.4,2,8
1Sam.2.5,2,102
1Sam.2.6,1,844
1Sam.2.7,1,866
1Sam.2.8,3,220
1Sam.2.9,3,371
1Sam.2.10,3,639
1Sam.2.11,23,1598
1Sam.2.12,7,1376
1Sam.2.13,4,677
1Sam.2.14,3,411
1Sam.2.15,5,508
1Sam.2.16,5,450
1Sam.2.17,24,1162
1Sam.2.18,10,1316
1Sam.2.19,5,891
1Sam.2.20,9,955
1Sam.2.21,22,898
1Sam.2.22,7,882
1Sam.2.23,28,1110
1Sam.2.24,5,772
1Sam.2.25,5,615
1Sam.2.26,11,616
1Sam.2.27,7,957
1Sam.2.28,10,608
1Sam.2.29,2,937
1Sam.2.30,4,690
1Sam.2.31,3,754
1Sam.2.32,8,1177
1Sam.2.33,6,879
1Sam.2.34,12,832
1Sam.2.35,4,275
1Sam.2.36,4,405
1Sam.2,4,713
1Sam.3.1,9,1126
1Sam.3.2,3,276
1Sam.3.3,12,920
1Sam.3.4,56,1781
1Sam.3.5,11,665
1Sam.3.6,12,838
1Sam.3.7,4,1275
1Sam.3.8,8,1122
1Sam.3.9,8,623
1Sam.3.10,6,769
1Sam.3.11,6,1248
1Sam.3.12,8,1188
1Sam.3.13,7,989
1Sam.3.14,3,170
1Sam.3.15,7,1468
1Sam.3.16,53,1209
1Sam.3.17,16,625
1Sam.3.18,6,1162
1Sam.3.19,16,114
1Sam.3.20,13,654
1Sam.3.21,7,1304
1Sam.3,8,907
1Sam.4.1,8,513
1Sam.4.2,4,308
1Sam.4.3,5,975
1Sam.4.4,20,387
1Sam.4.5,14,838
1Sam.4.6,16,956
1Sam.4.7,13,777
1Sam.4.8,11,522
1Sam.4.9,2,83
1Sam.4.10,9,236
1Sam.4.11,5,96
1Sam.4.12,5,414
1Sam.4.13,6,398
1Sam.4.14,5,648
1Sam.4.15,9,282
1Sam.4.16,9,556
1Sam.4.17,5,269
1Sam.4.18,6,723
1Sam.4.19,3,568
1Sam.4.20,2,399
1Sam.4.21,5,320
1Sam.4.22,6,414
1Sam.4,6,519
1Sam.5.1,3,111
1Sam.5.2,10,664
1Sam.5.3,7,777
1Sam.5.4,8,433
1Sam.5.5,5,610
1Sam.5.6,3,1312
1Sam.5.7,11,364
1Sam.5.8,10,902
1Sam.5.9,7,699
1Sam.5.10,6,886
1Sam.5.11,9,772
1Sam.5.12,3,763
1Sam.5,6,705
1Sam.6.1,27,848
1Sam.6.2,3,448
1Sam.6.3,5,632
1Sam.6.4,5,406
1Sam.6.5,3,761
1Sam.6.6,3,905
1Sam.6.7,4,658
1Sam.6.8,3,1051
1Sam.6.9,12,743
1Sam.6.10,3,185
1Sam.6.11,5,1173
1Sam.6.12,5,329
1Sam.6.13,6,944
1Sam.6.14,5,603
1Sam.6.15,8,1023
1Sam.6.16,11,65
1Sam.6.17,2,381
1Sam.6.18,5,561
1Sam.6.19,10,780
1Sam.6.20,15,472
1Sam.6.21,7,1017
1Sam.6,5,678
1Sam.7.1,12,1171
1Sam.7.2,8,439
1Sam.7.3,5,1226
1Sam.7.4,7,2068
1Sam.7.5,5,1544
1Sam.7.6,8,848
1Sam.7.7,8,679
1Sam.7.8,5,1012
1Sam.7.9,6,708
1Sam.7.10,8,560
1Sam.7.11,9,816
1Sam.7.12,7,489
1Sam.7.13,11,608
1Sam.7.14,7,603
1Sam.7.15,26,1267
1Sam.7.16,6,768
1Sam.7.17,7,836
1Sam.7,7,879
1Sam.8.1,22,880
1Sam.8.2,5,83
1Sam.8.3,3,67
1Sam.8.4,10,737
1Sam.8.5,6,310
1Sam.8.6,17,408
1Sam.8.7,22,1168
1Sam.8.8,6,408
1Sam.8.9,7,554
1Sam.8.10,9,1355
1Sam.8.11,4,896
1Sam.8.12,2,87
1Sam.8.13,1,288
1Sam.8.14,2,389
1Sam.8.15,1,10
1Sam.8.16,2,438
1Sam.8.17,4,164
1Sam.8.18,7,839
1Sam.8.19,18,459
1Sam.8.20,4,573
1Sam.8.21,8,545
1Sam.8.22,10,1193
1Sam.8,5,587
1Sam.9.1,3,434
1Sam.9.2,15,255
1Sam.9.3,5,938
1Sam.9.4,5,159
1Sam.9.5,9,391
1Sam.9.6,14,859
1Sam.9.7,4,336
1Sam.9.8,7,857
1Sam.9.9,11,345
1Sam.9.10,9,893
1Sam.9.11,5,59
1Sam.9.12,5,459
1Sam.9.13,6,374
1Sam.9.14,15,125
1Sam.9.15,15,768
1Sam.9.16,8,1059
1Sam.9.17,11,913
1Sam.9.18,18,767
1Sam.9.19,15,740
1Sam.9.20,5,505
1Sam.9.21,4,271
1Sam.9.22,6,507
1Sam.9.23,6,1254
1Sam.9.24,5,589
1Sam.9.25,5,586
1Sam.9.26,6,348
1Sam.9.27,8,596
1Sam.9,7,573
1Sam.10.1,5,1309
1Sam.10.2,5,470
1Sam.10.3,5,213
1Sam.10.4,6,135
1Sam.10.5,2,272
1Sam.10.6,2,600
1Sam.10.7,9,870
1Sam.10.8,7,353
1Sam.10.9,6,331
1Sam.10.10,7,166
1Sam.10.11,5,527
1Sam.10.12,9,578
1Sam.10.13,2,64
1Sam.10.14,5,811
1Sam.10.15,17,399
1Sam.10.16,22,932
1Sam.10.17,5,2244
1Sam.10.18,9,1234
1Sam.10.19,6,975
1Sam.10.20,23,589
1Sam.10.21,3,628
1Sam.10.22,6,953
1Sam.10.23,4,160
1Sam.10.24,18,1152
1Sam.10.25,12,1136
1Sam.10.26,6,518
1Sam.10.27,4,208
1Sam.10,6,662
1Sam.11.1,7,600
1Sam.11.2,7,698
1Sam.11.3,9,210
1Sam.11.4,20,634
1Sam.11.5,7,795
1Sam.11.6,9,949
1Sam.11.7,10,643
1Sam.11.8,8,295
1Sam.11.9,4,72
1Sam.11.10,9,38
1Sam.11.11,14,690
1Sam.11.12,9,577
1Sam.11.13,54,1020
1Sam.11.14,6,664
1Sam.11.15,28,981
1Sam.11,9,605
1Sam.12.1,6,1078
1Sam.12.2,4,206
1Sam.12.3,4,747
1Sam.12.4,4,553
1Sam.12.5,9,972
1Sam.12.6,77,1795
1Sam.12.7,7,1396
1Sam.12.8,12,1350
1Sam.12.9,12,727
1Sam.12.10,5,1656
1Sam.12.11,8,1024
1Sam.12.12,13,513
1Sam.12.13,15,1426
1Sam.12.14,8,1556
1Sam.12.15,8,1770
1Sam.12.16,14,1478
1Sam.12.17,7,964
1Sam.12.18,20,1605
1Sam.12.19,10,986
1Sam.12.20,26,1268
1Sam.12.21,6,1070
1Sam.12.22,14,1545
1Sam.12.23,3,99
1Sam.12.24,8,1383
1Sam.12.25,3,115
1Sam.12,8,1110
1Sam.13.1,76,660
1Sam.13.2,10,203
1Sam.13.3,6,437
1Sam.13.4,7,750
1Sam.13.5,6,502
1Sam.13.6,2,636
1Sam.13.7,4,595
1Sam.13.8,7,559
1Sam.13.9,5,350
1Sam.13.10,8,166
1Sam.13.11,6,476
1Sam.13.12,5,638
1Sam.13.13,8,1996
1Sam.13.14,6,1195
1Sam.13.15,21,564
1Sam.13.16,5,26
1Sam.13.17,7,538
1Sam.13.18,4,335
1Sam.13.19,4,463
1Sam.13.20,2,971
1Sam.13.21,1,1
1Sam.13.22,5,986
1Sam.13.23,5,62
1Sam.13,5,636
1Sam.14.1,8,900
1Sam.14.2,9,738
1Sam.14.3,6,672
1Sam.14.4,3,383
1Sam.14.5,3,16
1Sam.14.6,5,758
1Sam.14.7,8,818
1Sam.14.8,7,668
1Sam.14.9,3,264
1Sam.14.10,6,560
1Sam.14.11,4,655
1Sam.14.12,9,824
1Sam.14.13,9,302
1Sam.14.14,3,429
1Sam.14.15,2,148
1Sam.14.16,3,69
1Sam.14.17,4,502
1Sam.14.18,10,423
1Sam.14.19,10,896
1Sam.14.20,21,559
1Sam.14.21,5,706
1Sam.14.22,6,339
1Sam.14.23,14,1935
1Sam.14.24,8,852
1Sam.14.25,9,640
1Sam.14.26,4,1004
1Sam.14.27,4,1009
1Sam.14.28,7,923
1Sam.14.29,6,891
1Sam.14.30,5,748
1Sam.14.31,3,156
1Sam.14.32,5,571
1Sam.14.33,4,485
1Sam.14.34,5,355
1Sam.14.35,48,128
1Sam.14.36,6,535
1Sam.14.37,6,333
1Sam.14.38,7,253
1Sam.14.39,5,1311
1Sam.14.40,12,745
1Sam.14.41,12,1006
1Sam.14.42,5,280
1Sam.14.43,9,626
1Sam.14.44,15,424
1Sam.14.45,9,936
1Sam.14.46,6,87
1Sam.14.47,4,520
1Sam.14.48,7,1535
1Sam.14.49,5,122
1Sam.14.50,5,150
1Sam.14.51,4,200
1Sam.14.52,14,570
1Sam.14,6,628
1Sam.15.1,15,1165
1Sam.15.2,11,1111
1Sam.15.3,4,956
1Sam.15.4,7,1109
1Sam.15.5,8,253
1Sam.15.6,6,365
1Sam.15.7,7,1403
1Sam.15.8,13,991
1Sam.15.9,3,413
1Sam.15.10,200,1504
1Sam.15.11,7,1254
1Sam.15.12,7,155
1Sam.15.13,13,1088
1Sam.15.14,11,643
1Sam.15.15,3,761
1Sam.15.16,14,1106
1Sam.15.17,13,904
1Sam.15.18,2,1412
1Sam.15.19,8,993
1Sam.15.20,10,1634
1Sam.15.21,9,136
1Sam.15.22,4,503
1Sam.15.23,3,1050
1Sam.15.24,13,1698
1Sam.15.25,6,798
1Sam.15.26,12,1797
1Sam.15.27,2,30
1Sam.15.28,10,721
1Sam.15.29,4,1033
1Sam.15.30,5,321
1Sam.15.31,72,165
1Sam.15.32,6,672
1Sam.15.33,3,891
1Sam.15.34,23,436
1Sam.15.35,10,1218
1Sam.15,6,910
1Sam.16.1,5,938
1Sam.16.2,8,579
1Sam.16.3,5,477
1Sam.16.4,6,892
1Sam.16.5,7,672
1Sam.16.6,16,1444
1Sam.16.7,4,1241
1Sam.16.8,12,614
1Sam.16.9,14,619
1Sam.16.10,9,1000
1Sam.16.11,4,806
1Sam.16.12,7,607
1Sam.16.13,13,810
1Sam.16.14,8,631
1Sam.16.15,8,252
1Sam.16.16,7,152
1Sam.16.17,3,644
1Sam.16.18,7,201
1Sam.16.19,9,1382
1Sam.16.20,6,354
1Sam.16.21,5,453
1Sam.16.22,14,507
1Sam.16.23,5,645
1Sam.16,6,701
1Sam.17.1,5,733
1Sam.17.2,13,197
1Sam.17.3,7,596
1Sam.17.4,3,49
1Sam.17.5,2,315
1Sam.17.6,3,463
1Sam.17.7,3,35
1Sam.17.8,6,466
1Sam.17.9,4,180
1Sam.17.10,7,963
1Sam.17.11,9,908
1Sam.17.12,9,231
1Sam.17.13,8,290
1Sam.17.14,17,136
1Sam.17.15,14,676
1Sam.17.16,4,25
1Sam.17.17,3,241
1Sam.17.18,2,279
1Sam.17.19,12,412
1Sam.17.20,6,711
1Sam.17.21,2,327
1Sam.17.22,13,721
1Sam.17.23,5,136
1Sam.17.24,8,987
1Sam.17.25,8,901
1Sam.17.26,13,837
1Sam.17.27,9,892
1Sam.17.28,6,524
1Sam.17.29,20,361
1Sam.17.30,9,520
1Sam.17.31,5,654
1Sam.17.32,40,550
1Sam.17.33,15,849
1Sam.17.34,6,523
1Sam.17.35,2,29
1Sam.17.36,6,298
1Sam.17.37,8,918
1Sam.17.38,3,866
1Sam.17.39,6,1021
1Sam.17.40,4,519
1Sam.17.41,6,421
1Sam.17.42,4,709
1Sam.17.43,5,956
1Sam.17.44,17,992
1Sam.17.45,6,925
1Sam.17.46,4,795
1Sam.17.47,7,977
1Sam.17.48,11,221
1Sam.17.49,5,1117
1Sam.17.50,5,596
1Sam.17.51,4,895
1Sam.17.52,5,457
1Sam.17.53,3,1093
1Sam.17.54,13,831
1Sam.17.55,15,714
1Sam.17.56,7,633
1Sam.17.57,7,613
1Sam.17.58,8,566
1Sam.17,6,614
1Sam.18.1,4,385
1Sam.18.2,19,329
1Sam.18.3,8,89
1Sam.18.4,4,414
1Sam.18.5,11,547
1Sam.18.6,4,554
1Sam.18.7,2,51
1Sam.18.8,10,235
1Sam.18.9,4,1024
1Sam.18.10,9,317
1Sam.18.11,4,249
1Sam.18.12,5,703
1Sam.18.13,6,214
1Sam.18.14,6,154
1Sam.18.15,21,772
1Sam.18.16,17,1058
1Sam.18.17,12,476
1Sam.18.18,28,546
1Sam.18.19,6,604
1Sam.18.20,6,701
1Sam.18.21,8,516
1Sam.18.22,4,723
1Sam.18.23,4,552
1Sam.18.24,43,268
1Sam.18.25,7,603
1Sam.18.26,11,585
1Sam.18.27,9,718
1Sam.18.28,7,893
1Sam.18.29,4,882
1Sam.18.30,4,146
1Sam.18,6,520
1Sam.19.1,28,919
1Sam.19.2,4,128
1Sam.19.3,10,553
1Sam.19.4,14,529
1Sam.19.5,8,1202
1Sam.19.6,59,679
1Sam.19.7,23,817
1Sam.19.8,15,46
1Sam.19.9,11,679
1Sam.19.10,5,79
1Sam.19.11,5,332
1Sam.19.12,4,802
1Sam.19.13,3,743
1Sam.19.14,38,874
1Sam.19.15,4,1184
1Sam.19.16,3,441
1Sam.19.17,5,860
1Sam.19.18,18,744
1Sam.19.19,10,175
1Sam.19.20,14,417
1Sam.19.21,14,126
1Sam.19.22,8,630
1Sam.19.23,8,429
1Sam.19.24,9,489
1Sam.19,8,585
1Sam.20.1,8,676
1Sam.20.2,8,814
1Sam.20.3,7,554
1Sam.20.4,33,682
1Sam.20.5,4,443
1Sam.20.6,5,272
1Sam.20.7,5,275
1Sam.20.8,7,603
1Sam.20.9,25,471
1Sam.20.10,8,602
1Sam.20.11,12,603
1Sam.20.12,11,1312
1Sam.20.13,8,1143
1Sam.20.14,12,786
1Sam.20.15,7,899
1Sam.20.16,7,689
1Sam.20.17,4,804
1Sam.20.18,3,441
1Sam.20.19,4,586
1Sam.20.20,2,96
1Sam.20.21,7,708
1Sam.20.22,5,390
1Sam.20.23,6,1084
1Sam.20.24,5,219
1Sam.20.25,7,476
1Sam.20.26,31,651
1Sam.20.27,10,639
1Sam.20.28,7,844
1Sam.20.29,11,822
1Sam.20.30,3,279
1Sam.20.31,12,921
1Sam.20.32,65,880
1Sam.20.33,10,583
1Sam.20.34,7,611
1Sam.20.35,19,147
1Sam.20.36,5,866
1Sam.20.37,15,520
1Sam.20.38,7,673
1Sam.20.39,19,748
1Sam.20.40,10,1440
1Sam.20.41,8,750
1Sam.20.42,10,876
1Sam.20,7,689
1Sam.21.1,12,62
1Sam.21.2,14,468
1Sam.21.3,6,909
1Sam.21.4,5,101
1Sam.21.5,7,795
1Sam.21.6,5,696
1Sam.21.7,8,743
1Sam.21.8,5,777
1Sam.21.9,6,397
1Sam.21.10,4,492
1Sam.21.11,24,490
1Sam.21.12,7,198
1Sam.21.13,13,679
1Sam.21.14,2,957
1Sam.21.15,7,624
1Sam.21.16,4,1020
1Sam.21,6,617
1Sam.22.1,22,416
1Sam.22.2,8,657
1Sam.22.3,10,649
1Sam.22.4,9,896
1Sam.22.5,6,583
1Sam.22.6,9,477
1Sam.22.7,7,285
1Sam.22.8,6,974
1Sam.22.9,7,880
1Sam.22.10,9,243
1Sam.22.11,25,1142
1Sam.22.12,26,657
1Sam.22.13,6,267
1Sam.22.14,4,713
1Sam.22.15,8,354
1Sam.22.16,26,535
1Sam.22.17,5,925
1Sam.22.18,6,265
1Sam.22.19,7,83
1Sam.22.20,8,179
1Sam.22.21,20,513
1Sam.22.22,7,393
1Sam.22.23,23,1460
1Sam.22,8,606
1Sam.23.1,4,710
1Sam.23.2,6,1043
1Sam.23.3,6,399
1Sam.23.4,15,973
1Sam.23.5,7,476
1Sam.23.6,7,523
1Sam.23.7,7,526
1Sam.23.8,5,1098
1Sam.23.9,11,755
1Sam.23.10,11,890
1Sam.23.11,5,837
1Sam.23.12,4,902
1Sam.23.13,3,202
1Sam.23.14,8,297
1Sam.23.15,9,725
1Sam.23.16,5,1033
1Sam.23.17,8,663
1Sam.23.18,10,579
1Sam.23.19,3,556
1Sam.23.20,6,166
1Sam.23.21,5,700
1Sam.23.22,11,844
1Sam.23.23,5,495
1Sam.23.24,5,346
1Sam.23.25,8,81
1Sam.23.26,6,267
1Sam.23.27,4,802
1Sam.23.28,10,348
1Sam.23,6,602
1Sam.24.1,3,108
1Sam.24.2,26,235
1Sam.24.3,7,862
1Sam.24.4,4,797
1Sam.24.5,6,916
1Sam.24.6,26,1480
1Sam.24.7,9,1100
1Sam.24.8,5,809
1Sam.24.9,9,198
1Sam.24.10,10,827
1Sam.24.11,8,931
1Sam.24.12,4,976
1Sam.24.13,5,1155
1Sam.24.14,4,289
1Sam.24.15,19,290
1Sam.24.16,2,995
1Sam.24.17,11,780
1Sam.24.18,5,771
1Sam.24.19,5,1163
1Sam.24.20,6,813
1Sam.24.21,3,409
1Sam.24.22,3,972
1Sam.24.23,14,666
1Sam.24,6,796
1Sam.25.1,12,457
1Sam.25.2,3,436
1Sam.25.3,2,39
1Sam.25.4,5,1069
1Sam.25.5,4,465
1Sam.25.6,5,550
1Sam.25.7,7,721
1Sam.25.8,6,769
1Sam.25.9,9,388
1Sam.25.10,11,619
1Sam.25.11,3,1160
1Sam.25.12,5,138
1Sam.25.13,8,1155
1Sam.25.14,3,482
1Sam.25.15,3,311
1Sam.25.16,9,301
1Sam.25.17,11,542
1Sam.25.18,3,187
1Sam.25.19,3,276
1Sam.25.20,3,87
1Sam.25.21,11,779
1Sam.25.22,5,548
1Sam.25.23,7,719
1Sam.25.24,5,353
1Sam.25.25,7,1170
1Sam.25.26,5,887
1Sam.25.27,3,442
1Sam.25.28,5,913
1Sam.25.29,4,631
1Sam.25.30,19,1493
1Sam.25.31,3,733
1Sam.25.32,3,1286
1Sam.25.33,2,450
1Sam.25.34,4,864
1Sam.25.35,4,451
1Sam.25.36,8,348
1Sam.25.37,5,539
1Sam.25.38,10,1538
1Sam.25.39,9,970
1Sam.25.40,5,392
1Sam.25.41,5,65
1Sam.25.42,3,83
1Sam.25.43,3,312
1Sam.25.44,5,1020
1Sam.25,5,638
1Sam.26.1,5,606
1Sam.26.2,9,821
1Sam.26.3,8,834
1Sam.26.4,7,653
1Sam.26.5,8,737
1Sam.26.6,27,724
1Sam.26.7,4,278
1Sam.26.8,4,769
1Sam.26.9,6,1133
1Sam.26.10,5,1040
1Sam.26.11,5,668
1Sam.26.12,5,611
1Sam.26.13,4,397
1Sam.26.14,44,656
1Sam.26.15,25,1069
1Sam.26.16,18,1393
1Sam.26.17,11,832
1Sam.26.18,35,432
1Sam.26.19,4,745
1Sam.26.20,6,873
1Sam.26.21,6,586
1Sam.26.22,3,425
1Sam.26.23,6,1133
1Sam.26.24,4,506
1Sam.26.25,16,415
1Sam.26,7,760
1Sam.27.1,5,615
1Sam.27.2,10,847
1Sam.27.3,8,187
1Sam.27.4,4,264
1Sam.27.5,14,352
1Sam.27.6,9,704
1Sam.27.7,29,528
1Sam.27.8,3,692
1Sam.27.9,11,750
1Sam.27.10,6,633
1Sam.27.11,10,456
1Sam.27.12,3,138
1Sam.27,7,526
1Sam.28.1,7,735
1Sam.28.2,19,979
1Sam.28.3,4,479
1Sam.28.4,6,969
1Sam.28.5,22,802
1Sam.28.6,5,660
1Sam.28.7,5,207
1Sam.28.8,7,559
1Sam.28.9,5,977
1Sam.28.10,7,546
1Sam.28.11,6,1421
1Sam.28.12,10,739
1Sam.28.13,12,711
1Sam.28.14,7,316
1Sam.28.15,5,353
1Sam.28.16,3,308
1Sam.28.17,14,1316
1Sam.28.18,41,912
1Sam.28.19,34,1448
1Sam.28.20,12,584
1Sam.28.21,4,844
1Sam.28.22,5,252
1Sam.28.23,5,542
